archive_id,object_id,change_date,new_price
102,42,2020-03-13,22914395
103,42,2024-02-02,23517764
104,42,2021-10-29,20537582
105,43,2019-01-31,24679446
106,43,2019-07-30,24503732
107,43,2026-02-27,23267770
108,44,2023-03-13,13845471
109,44,2021-02-06,17177610
110,45,2025-04-01,4989941
111,45,2020-10-31,2433412
112,46,2018-11-06,1644129
113,46,2017-12-22,1406838
114,47,2016-08-15,20134626
115,47,2026-01-25,21950829
116,47,2019-03-11,21150280
117,48,2019-08-09,42123646
118,48,2018-08-25,46516503
119,49,2022-01-08,11256475
120,49,2018-01-18,12773814
121,50,2020-12-28,7415492
122,50,2022-03-26,4325173
123,51,2022-06-25,17941962
124,51,2024-08-21,21743831
125,52,2026-06-22,44517670
126,52,2022-09-27,45808046
127,52,2019-11-04,45685797
128,53,2024-03-07,27126680
129,53,2018-09-10,30545667
130,54,2020-05-20,41317014
131,54,2024-09-19,40517414
132,55,2023-03-21,4151649
133,55,2023-07-03,8856535
134,56,2017-03-29,17793873
135,56,2021-02-12,17256505
136,56,2017-08-31,18511410
137,57,2021-04-26,11841115
138,57,2018-12-03,10310324
139,58,2023-10-13,21156392
140,58,2021-09-10,20203216
141,58,2020-02-11,24721605
142,59,2017-06-13,11224210
143,59,2019-08-14,16704578
144,59,2024-07-02,11843455
145,60,2017-04-05,17370940
146,60,2025-09-30,17559536
147,60,2017-10-16,19407858
148,61,2020-03-24,33660820
149,61,2024-10-02,36277278
150,62,2019-02-11,24899756
151,62,2019-07-08,23148728
152,62,2025-12-29,25003263
153,63,2018-11-25,5402665
154,63,2018-07-19,9381271
155,64,2016-09-30,44350071
156,64,2019-11-18,46333409
157,64,2022-08-17,50527789
158,65,2019-01-01,15720332
159,65,2021-10-08,14885272
160,66,2019-09-16,2328088
161,66,2019-01-27,2766416
162,66,2019-04-20,6174464
163,67,2022-10-03,36543581
164,67,2017-01-12,37891681
165,68,2017-12-14,19268065
166,68,2021-09-03,18644874
167,68,2026-02-17,20174024
168,69,2023-03-06,27927098
169,69,2018-09-26,24303914
170,70,2025-12-13,16900755
171,70,2020-11-25,16598910
172,71,2016-11-27,12797863
173,71,2024-04-24,11926841
174,71,2023-10-31,13858487
175,72,2022-01-22,28951456
176,72,2019-11-05,26741579
177,72,2017-05-26,28468237
178,73,2025-10-04,8980135
179,73,2024-06-07,7263553
180,74,2025-08-20,22327934
181,74,2020-02-01,19476073
182,75,2021-06-23,14286314
183,75,2024-12-16,14311671
184,76,2023-04-30,7064561
185,76,2024-04-06,8484698
186,76,2016-11-18,8387013
187,77,2017-04-30,8549728
188,77,2023-12-06,6849887
189,77,2025-01-28,11424716
190,78,2019-02-15,5949154
191,78,2021-10-04,6246733
192,78,2021-08-20,5928328
193,79,2023-04-07,25144830
194,79,2023-10-21,23188309
195,79,2023-02-22,28718009
196,80,2022-11-22,34029388
197,80,2021-09-21,36162757
198,81,2026-01-13,3586179
199,81,2020-04-01,4179399
200,81,2023-10-24,5874051
201,82,2016-07-22,39752736
202,82,2026-02-01,37410189
203,82,2021-09-25,36681817
204,83,2020-01-20,29153115
205,83,2025-04-14,25708691
206,84,2023-06-04,38305325
207,84,2025-01-27,39824434
208,84,2019-03-05,38903660
209,85,2022-07-12,33330125
210,85,2016-10-01,36106681
211,86,2025-06-24,32321980
212,86,2022-01-13,32897176
213,86,2022-03-07,30890905
214,87,2026-04-30,46408700
215,87,2019-07-20,47808465
216,88,2022-02-27,45307069
217,88,2023-09-28,47359876
218,88,2019-04-14,45087341
219,89,2026-03-09,40305143
220,89,2024-08-01,42313492
221,90,2019-08-11,6912092
222,90,2022-11-20,7943945
223,91,2022-12-11,22443561
224,91,2026-02-04,23427831
225,91,2018-12-18,24163122
226,92,2020-01-22,22092683
227,92,2018-11-26,25581960
228,93,2022-01-16,39032525
229,93,2024-02-04,39235397
230,93,2019-03-05,40982269
231,94,2024-10-09,23035394
232,94,2020-08-22,21826444
233,94,2021-08-25,22103361
234,95,2023-07-01,5506399
235,95,2025-08-31,5264424
236,96,2019-04-17,44876497
237,96,2024-07-12,46080313
238,96,2017-05-28,50386099
239,97,2021-01-27,42305899
240,97,2024-06-05,42328754
241,98,2019-06-25,17736468
242,98,2019-09-30,22313131
243,98,2020-07-28,21631952
244,99,2020-10-13,42788479
245,99,2020-10-01,45218376
246,99,2023-10-18,43446594
247,100,2023-07-22,40784632
248,100,2023-03-29,41761432
249,101,2018-04-07,37221353
250,101,2017-04-03,40950235
251,101,2022-06-27,38077259
252,102,2018-03-06,8128591
253,102,2021-07-19,8816496
254,103,2023-01-17,23515778
255,103,2017-12-14,24999533
256,103,2025-10-10,24410030
257,104,2017-04-17,12317569
258,104,2022-11-29,11711890
259,105,2025-03-15,3292167
260,105,2023-03-17,3095580
261,105,2019-05-06,7491742
262,106,2025-01-06,5038487
263,106,2025-10-23,6229264
264,106,2023-01-16,6717649
265,107,2025-04-26,42928753
266,107,2025-05-08,43783948
267,107,2024-06-25,39538468
268,108,2019-05-10,3287372
269,108,2021-02-05,5994885
270,108,2020-09-26,5074140
271,109,2020-10-22,35141276
272,109,2016-10-18,38944385
273,110,2020-08-27,4939790
274,110,2022-08-08,8074654
275,110,2017-11-22,8059506
276,111,2025-04-28,37213489
277,111,2023-09-28,40130208
278,112,2021-12-26,47604754
279,112,2023-07-27,49046164
280,112,2017-12-12,48155109
281,113,2020-05-18,7898485
282,113,2021-07-28,9587175
283,114,2021-02-12,37964582
284,114,2017-04-10,38416923
285,114,2026-01-09,41503247
286,115,2025-08-30,36099218
287,115,2020-05-07,37819040
288,115,2020-06-23,41507719
289,116,2018-03-14,20138852
290,116,2025-09-26,19916288
291,117,2020-09-07,7479761
292,117,2025-09-26,7963483
293,117,2016-12-10,9048869
294,118,2018-07-15,11410517
295,118,2023-03-12,15516287
296,119,2026-04-30,21901352
297,119,2019-09-19,19491430
298,119,2021-01-11,20801782
299,120,2024-06-13,16550790
300,120,2023-08-19,20298433
301,120,2026-06-08,18358108
302,121,2017-08-19,24835370
303,121,2018-10-10,24967889
304,122,2019-12-08,36439167
305,122,2024-11-16,32497232
306,122,2024-11-15,38115391
307,123,2020-09-08,15161569
308,123,2025-11-06,17668837
309,123,2016-07-06,16009626
310,124,2018-01-08,32127647
311,124,2019-02-27,30584553
312,125,2019-03-12,40965843
313,125,2016-12-11,42821962
314,125,2017-10-12,42711958
315,126,2023-01-12,5599627
316,126,2020-02-18,6988588
317,126,2018-02-07,7082744
318,127,2024-12-31,43583460
319,127,2022-09-19,47797304
320,127,2019-07-17,46998263
321,128,2017-01-01,9702304
322,128,2016-07-28,8128364
323,129,2019-01-30,22229267
324,129,2020-07-25,22128421
325,129,2026-05-04,25652605
326,130,2018-03-01,17315659
327,130,2022-08-30,19853402
328,131,2019-01-21,13871439
329,131,2020-02-25,14272413
330,131,2017-09-19,14275750
331,132,2019-10-15,40930209
332,132,2020-08-06,44729128
333,133,2023-03-12,35335177
334,133,2020-02-29,35310820
335,133,2017-08-09,37752248
336,134,2021-06-04,41937164
337,134,2016-07-22,42394787
338,134,2025-11-20,44614687
339,135,2019-06-29,10863098
340,135,2017-10-29,11111279
341,136,2019-05-01,41169107
342,136,2024-09-21,41184823
343,136,2017-03-31,41325099
344,137,2019-08-06,19213668
345,137,2020-08-18,18052029
346,137,2018-07-21,17515409
347,138,2025-10-26,11268239
348,138,2023-09-23,13103065
349,139,2024-09-14,38163514
350,139,2019-08-29,39791718
351,140,2017-01-25,11890872
352,140,2018-05-21,11871601
353,140,2019-08-02,13306684
354,141,2022-05-22,14761800
355,141,2016-10-12,11729954
356,142,2020-08-21,23939544
357,142,2018-02-18,25318621
358,142,2024-03-28,27196504
359,143,2024-09-27,35829329
360,143,2021-12-02,38500344
361,143,2023-04-05,37131780
362,144,2026-04-05,45042902
363,144,2016-09-15,43342036
364,145,2016-08-09,3553445
365,145,2016-07-27,5131224
366,145,2018-04-06,6334194
367,146,2026-05-16,33257451
368,146,2017-10-27,31154106
369,146,2024-05-07,33110853
370,147,2022-11-15,8057180
371,147,2022-04-21,10118808
372,147,2020-02-02,12769861
373,148,2019-06-09,28493699
374,148,2021-06-23,28425834
375,149,2021-09-23,42051216
376,149,2025-06-25,39489868
377,149,2020-07-12,38679414
378,150,2020-11-06,36328270
379,150,2020-03-12,35996950
380,151,2025-02-25,17173232
381,151,2024-08-27,14485351
382,152,2018-05-29,37493435
383,152,2022-10-24,39463346
384,152,2017-09-16,37936073
385,153,2021-10-16,16591097
386,153,2021-04-25,14940420
387,154,2024-11-09,39817822
388,154,2021-08-26,40475490
389,154,2023-11-18,41643982
390,155,2018-06-08,7830346
391,155,2018-05-28,8198725
392,155,2024-05-21,6107872
393,156,2017-06-21,28052002
394,156,2025-11-14,30579140
395,156,2024-03-01,28470772
396,157,2016-08-28,41171411
397,157,2018-09-28,41910356
398,158,2024-09-06,30098556
399,158,2018-11-12,27093248
400,159,2025-07-17,38805618
401,159,2019-08-24,35993575
402,159,2017-01-14,36335972
403,160,2020-10-20,40086007
404,160,2017-05-18,41168978
405,160,2017-04-07,38981926
406,161,2020-07-06,26563338
407,161,2025-04-25,26344388
408,162,2016-08-21,24489984
409,162,2025-10-01,29500171
410,163,2019-11-29,34505255
411,163,2021-04-15,37040628
412,164,2026-02-18,27970685
413,164,2018-05-31,27734386
414,165,2019-07-07,4229169
415,165,2019-12-17,4592403
416,165,2019-04-30,6202348
417,166,2018-05-26,39561689
418,166,2022-12-11,39345895
419,166,2016-09-08,38842119
420,167,2016-11-24,15316131
421,167,2022-11-06,13293457
422,167,2020-02-16,13594647
423,168,2019-07-02,12393644
424,168,2020-12-26,13238026
425,168,2017-10-07,13090437
426,169,2025-10-08,13597468
427,169,2020-06-11,15414601
428,170,2018-11-01,34222662
429,170,2022-06-07,34197051
430,171,2019-08-27,31359904
431,171,2024-02-22,30083664
432,171,2023-01-05,28259392
433,172,2019-03-14,30761579
434,172,2022-08-12,32013310
435,173,2018-12-25,11075644
436,173,2017-03-15,13667586
437,173,2019-04-07,14398039
438,174,2017-12-22,6317139
439,174,2020-03-21,4326141
440,175,2018-05-17,39894135
441,175,2018-02-25,45048831
442,175,2023-11-26,42646650
443,176,2024-06-03,16558110
444,176,2026-01-25,18398446
445,177,2022-05-13,20407156
446,177,2021-05-29,23006642
447,178,2019-04-17,6704314
448,178,2025-06-22,11322460
449,178,2020-02-18,7465090
450,179,2019-04-28,4109254
451,179,2023-01-17,3916703
452,179,2024-11-17,5389422
453,180,2016-12-04,24070744
454,180,2018-03-14,26557616
455,181,2017-11-22,16553974
456,181,2023-04-18,19386537
457,182,2024-01-22,22928147
458,182,2025-01-27,22351506
459,182,2018-05-11,22416752
460,183,2018-05-24,16455832
461,183,2023-11-03,15844726
462,183,2024-06-09,14705045
463,184,2025-08-10,39098895
464,184,2023-06-22,38197057
465,185,2018-10-13,24998806
466,185,2016-08-04,24291590
467,185,2019-07-12,28613011
468,186,2021-11-30,13360015
469,186,2018-02-07,13698764
470,186,2022-02-20,10029071
471,187,2019-09-08,35613348
472,187,2025-02-06,35498926
473,188,2023-03-24,28876537
474,188,2020-11-02,32948681
475,189,2019-05-09,42397242
476,189,2023-10-30,40011177
477,189,2024-01-01,43540557
478,190,2020-06-14,34685569
479,190,2016-09-27,34925911
480,190,2019-05-18,34552169
481,191,2019-05-21,43515473
482,191,2017-03-02,41512799
483,192,2026-03-24,23998446
484,192,2021-07-23,24910362
485,192,2017-11-23,23503189
486,193,2024-09-11,5280117
487,193,2022-03-23,5358726
488,193,2020-01-09,2150336
489,194,2016-11-12,28849228
490,194,2021-04-14,26556193
491,194,2016-09-04,27026131
492,195,2022-08-13,12671125
493,195,2019-10-31,10355317
494,196,2017-10-17,13695338
495,196,2025-05-09,13695005
496,197,2021-04-03,22183494
497,197,2017-09-26,19463814
498,197,2017-07-03,22039309
499,198,2022-04-21,42132894
500,198,2016-12-09,41841783
501,199,2024-01-31,19324238
502,199,2021-12-16,17930518
503,200,2021-11-29,25556833
504,200,2016-07-08,26427080
505,201,2025-06-13,26124975
506,201,2020-11-20,24731931
507,201,2025-01-04,29638624
508,202,2021-11-30,26038626
509,202,2019-04-05,24383564
510,203,2025-10-16,44213542
511,203,2021-06-05,45586390
512,203,2023-07-01,46583510
513,204,2024-10-18,44485654
514,204,2024-01-26,45813275
515,205,2017-07-14,22832490
516,205,2020-06-06,22648836
517,206,2024-12-02,9936753
518,206,2025-01-19,15335348
519,206,2020-09-25,13864559
520,207,2023-11-23,10277098
521,207,2024-03-01,12449896
522,208,2024-11-05,8427434
523,208,2017-04-25,8261627
524,208,2016-08-04,11141182
525,209,2025-12-26,27140444
526,209,2020-05-03,27896454
527,209,2016-11-16,23453107
528,210,2024-02-14,21453336
529,210,2023-02-26,19471795
530,211,2021-02-09,34447694
531,211,2021-06-23,35690263
532,211,2017-02-27,34306232
533,212,2022-04-03,28294001
534,212,2025-02-23,29739210
535,213,2020-06-04,40711730
536,213,2021-12-13,42445540
537,214,2022-01-18,41433878
538,214,2016-08-09,43930382
539,215,2017-11-27,17211107
540,215,2024-12-08,20102036
541,216,2019-04-03,13150251
542,216,2023-12-28,12892800
543,216,2019-04-25,13861976
544,217,2024-03-16,21116646
545,217,2024-01-02,19300961
546,217,2020-08-06,19159287
547,218,2018-10-24,12847172
548,218,2025-10-21,11949608
549,218,2019-08-30,10197798
550,219,2026-01-29,39025127
551,219,2016-11-29,38355678
552,220,2018-06-24,15215588
553,220,2025-10-12,15548985
554,221,2020-06-29,19237156
555,221,2018-09-10,17008448
556,221,2016-08-28,18147616
557,222,2022-08-13,11208596
558,222,2018-04-23,16444232
559,223,2018-01-02,17370130
560,223,2019-02-26,21303097
561,223,2017-07-19,23167241
562,224,2019-10-05,22420849
563,224,2020-10-27,20309571
564,225,2016-12-11,11097062
565,225,2023-09-28,14217556
566,225,2019-10-19,12662531
567,226,2022-12-30,45858890
568,226,2025-07-24,48525099
569,226,2016-12-31,45845642
570,227,2017-09-18,4035840
571,227,2017-02-22,6960099
572,228,2022-08-31,7400514
573,228,2016-12-22,9716901
574,228,2019-07-07,9718831
575,229,2021-08-16,18162930
576,229,2017-03-06,22398732
577,230,2023-04-20,25575233
578,230,2021-10-30,30431425
579,230,2017-07-26,26803216
580,231,2017-08-06,39864837
581,231,2024-06-14,40294193
582,231,2021-02-13,42508075
583,232,2024-07-19,40835305
584,232,2017-10-17,41229696
585,232,2017-12-25,39657239
586,233,2024-04-24,34198614
587,233,2017-04-22,35032547
588,233,2023-02-27,37970103
589,234,2021-02-03,34414924
590,234,2025-09-03,39057183
591,234,2022-06-16,36482437
592,235,2023-12-16,20891902
593,235,2026-02-11,19108194
594,235,2023-11-19,21073729
595,236,2025-02-25,39609550
596,236,2025-12-07,40096429
597,237,2023-05-16,12606477
598,237,2019-10-18,11383626
599,238,2017-12-30,14790005
600,238,2019-04-04,14287119
601,238,2020-10-21,16972023
602,239,2017-06-05,18518431
603,239,2024-02-03,13972061
604,239,2016-11-25,15626240
605,240,2021-09-17,19782075
606,240,2021-07-16,20090491
607,241,2025-09-17,40960122
608,241,2017-11-02,41903241
609,242,2020-08-31,28897094
610,242,2025-09-13,32160249
611,242,2025-05-04,29709814
612,243,2018-07-10,3216689
613,243,2026-04-19,4862670
614,243,2017-07-14,3397592
615,244,2018-08-03,31506631
616,244,2018-03-04,30731589
617,244,2021-02-20,33163108
618,245,2022-03-06,4201962
619,245,2023-05-25,3631605
620,246,2024-12-22,41424471
621,246,2023-04-25,43049779
622,247,2024-05-18,42348567
623,247,2023-12-10,38568721
624,248,2023-07-21,32902622
625,248,2017-09-07,37273225
626,248,2026-06-01,35848255
627,249,2022-03-25,7661286
628,249,2018-09-03,8697983
629,250,2021-01-12,33917737
630,250,2026-01-28,37396238
631,250,2023-04-06,37793046
632,251,2016-12-19,8660013
633,251,2018-02-11,6329735
634,251,2024-09-15,8111201
635,252,2017-02-19,1816314
636,252,2026-02-20,5124070
637,252,2019-01-30,6616562
638,253,2018-01-30,22765706
639,253,2024-02-16,23136658
640,254,2023-08-28,12709124
641,254,2021-09-08,12578896
642,254,2022-02-08,13623465
643,255,2017-10-01,8799395
644,255,2024-09-10,14646863
645,255,2024-05-30,12215751
646,256,2017-02-26,32724481
647,256,2018-09-01,32132684
648,257,2019-01-26,30038687
649,257,2019-12-21,29914225
650,258,2025-12-01,33353272
651,258,2016-07-18,36382418
652,259,2020-10-02,39158799
653,259,2022-06-05,40246869
654,259,2020-05-21,37875830
655,260,2021-09-01,22914970
656,260,2024-03-01,19761828
657,261,2025-01-22,23213977
658,261,2019-03-26,21149724
659,262,2023-12-19,24668740
660,262,2024-04-22,29083352
661,262,2018-10-14,25194286
662,263,2021-12-17,47752028
663,263,2019-09-13,44864583
664,263,2019-01-02,46076480
665,264,2017-06-25,5178457
666,264,2022-06-26,8864928
667,265,2019-07-31,23882681
668,265,2025-07-11,24797612
669,265,2021-01-10,26899237
670,266,2025-05-22,21927029
671,266,2026-01-25,22391436
672,267,2025-12-04,37881239
673,267,2024-07-17,37464351
674,268,2020-06-25,15118008
675,268,2022-08-11,17011564
676,269,2025-01-05,27548417
677,269,2024-12-16,31631740
678,270,2019-06-12,23771734
679,270,2024-04-10,21790260
680,271,2019-05-23,19396070
681,271,2019-09-16,19751698
682,271,2020-02-17,24750089
683,272,2022-04-01,37440906
684,272,2024-07-06,37993587
685,273,2016-09-28,13468985
686,273,2019-04-03,15548769
687,273,2020-10-23,16253310
688,274,2016-12-25,8059533
689,274,2020-08-07,5948715
690,275,2026-04-05,22157268
691,275,2025-01-11,21281023
692,276,2023-04-18,9761950
693,276,2023-09-06,11453913
694,276,2019-10-19,12645171
695,277,2025-06-19,19079679
696,277,2021-09-19,18722889
697,277,2023-01-03,19409797
698,278,2021-05-05,28068858
699,278,2025-07-21,28424768
700,278,2021-05-04,29861870
701,279,2021-01-03,20082846
702,279,2018-10-10,17936318
703,279,2024-03-18,20349551
704,280,2020-09-12,38987850
705,280,2026-06-08,41158340
706,281,2025-12-14,6264995
707,281,2020-06-05,9576378
708,282,2021-11-25,40635449
709,282,2023-02-27,44161467
710,283,2022-05-16,7564082
711,283,2018-09-13,9248722
712,283,2020-07-20,5208665
713,284,2017-10-16,28838642
714,284,2025-11-18,29866585
715,285,2025-11-17,5361517
716,285,2023-07-22,6370179
717,285,2024-03-12,7095602
718,286,2023-05-15,15405269
719,286,2019-04-19,19746062
720,287,2019-02-13,15345995
721,287,2024-07-11,19510076
722,287,2020-09-15,17719003
723,288,2022-02-23,14821918
724,288,2020-04-24,17266377
725,289,2020-06-19,44951788
726,289,2021-10-11,40639887
727,289,2016-07-10,40837622
728,290,2023-02-12,40524810
729,290,2019-03-01,39343437
730,290,2017-06-08,38002771
731,291,2018-04-01,41508995
732,291,2023-06-19,45572097
733,291,2023-09-09,44233003
734,292,2019-10-13,17269558
735,292,2020-08-27,16945490
736,292,2021-01-25,20677121
737,293,2017-06-24,28032372
738,293,2018-06-17,31350062
739,293,2020-12-04,34995258
740,294,2018-09-27,46274057
741,294,2018-01-13,45591754
742,295,2022-11-04,32054399
743,295,2023-04-02,37372316
744,296,2019-10-24,10790016
745,296,2020-10-26,10452977
746,296,2022-04-25,10285133
747,297,2019-06-27,14050529
748,297,2023-07-18,15021711
749,298,2020-01-28,39905302
750,298,2023-04-19,41986260
751,299,2019-05-22,40321357
752,299,2025-06-16,40093799
753,300,2025-12-10,34926068
754,300,2023-08-12,35899757
755,301,2019-07-27,16652878
756,301,2020-03-02,16039954
757,301,2019-10-16,15912047
758,302,2022-09-03,26790219
759,302,2024-04-15,23481688
760,302,2017-01-07,27493713
761,303,2021-04-17,4757282
762,303,2021-03-02,8840671
763,304,2021-01-02,8836550
764,304,2022-08-30,9825204
765,305,2022-08-26,10948173
766,305,2018-06-20,13800919
767,306,2021-09-08,31399587
768,306,2019-12-07,36696984
769,306,2021-01-30,32494878
770,307,2021-06-01,40829572
771,307,2018-12-24,37461167
772,307,2017-11-26,40098341
773,308,2017-10-16,21169864
774,308,2018-04-07,24212636
775,309,2024-06-03,17921203
776,309,2022-04-01,19527515
777,309,2020-12-25,19849795
778,310,2026-04-09,32757241
779,310,2020-12-24,29475407
780,311,2021-06-16,46283586
781,311,2026-02-17,46665695
782,311,2022-02-16,46571321
783,312,2024-08-09,11093700
784,312,2021-05-21,10810302
785,313,2019-04-23,36074207
786,313,2017-11-07,35749659
787,314,2025-11-25,5072571
788,314,2025-07-07,5168005
789,314,2021-07-25,6749108
790,315,2019-07-13,7597781
791,315,2021-07-31,5712290
792,315,2022-11-30,8441919
793,316,2020-07-07,41108223
794,316,2025-01-28,39713696
795,317,2018-05-04,15516261
796,317,2022-09-20,16393437
797,317,2017-09-28,16505657
798,318,2019-03-22,25492691
799,318,2018-05-14,21770795
800,318,2018-07-26,22471536
801,319,2023-05-31,39909412
802,319,2021-02-13,41303629
803,320,2024-10-29,49482239
804,320,2019-06-05,49941824
805,321,2020-10-02,9565138
806,321,2023-01-24,6735110
807,322,2021-05-18,44483228
808,322,2019-07-03,42908730
809,323,2026-06-15,31543501
810,323,2024-12-30,28625253
811,323,2023-12-30,29456917
812,324,2019-06-05,4137778
813,324,2020-10-12,3885890
814,325,2023-12-22,45124507
815,325,2019-12-13,45828889
816,326,2021-12-21,22090736
817,326,2020-02-14,22895654
818,326,2025-06-17,26092578
819,327,2024-11-28,46201862
820,327,2022-11-06,48907278
821,328,2026-03-03,2075254
822,328,2018-06-26,1773099
823,328,2022-08-07,5029364
824,329,2020-07-21,22377184
825,329,2016-07-05,24942029
826,330,2017-07-07,41197650
827,330,2024-05-18,42511089
828,330,2021-11-07,43888929
829,331,2018-07-02,17761336
830,331,2020-11-30,22602532
831,331,2022-09-29,23137389
832,332,2017-10-02,7042445
833,332,2025-06-22,8845773
834,332,2020-03-21,10231452
835,333,2021-03-15,22738530
836,333,2024-08-22,23869415
837,334,2026-02-24,6772701
838,334,2019-06-29,6157427
839,334,2020-06-18,8689356
840,335,2017-04-20,40442589
841,335,2022-04-02,40763401
842,336,2024-05-23,4130781
843,336,2025-12-17,4892802
844,336,2019-05-23,7870879
845,337,2020-11-24,11931443
846,337,2021-12-28,14609124
847,338,2019-10-26,22038025
848,338,2017-10-08,20501024
849,338,2016-11-28,22384928
850,339,2025-01-12,15326544
851,339,2018-01-13,18191152
852,340,2018-11-10,31949348
853,340,2020-09-28,34036412
854,340,2023-05-10,32869234
855,341,2021-07-29,12807932
856,341,2020-07-13,12994027
857,342,2024-08-11,13820520
858,342,2025-07-29,13997452
859,342,2023-01-02,15503123
860,343,2019-05-01,14773563
861,343,2021-09-21,18641986
862,343,2019-12-21,15744070
863,344,2017-04-12,32321201
864,344,2017-09-06,32963387
865,344,2021-01-16,34748251
866,345,2023-07-19,16585219
867,345,2016-09-12,19307830
868,346,2023-09-19,45519215
869,346,2023-08-19,45987053
870,347,2023-02-04,27153801
871,347,2018-06-01,27391908
872,348,2016-12-03,38030650
873,348,2022-11-24,36559594
874,348,2023-07-03,39117945
875,349,2020-08-05,11220708
876,349,2024-01-22,13921039
877,349,2021-09-27,10206296
878,350,2018-03-20,43874921
879,350,2018-12-22,44749247
880,350,2017-07-23,47372286
881,351,2025-04-20,41941124
882,351,2024-10-29,42550829
883,352,2017-02-06,3005436
884,352,2023-01-14,5567376
885,353,2022-03-24,35646452
886,353,2016-08-16,37729458
887,354,2023-09-13,26935399
888,354,2017-10-16,24161733
889,355,2021-01-01,24806676
890,355,2023-12-03,22075888
891,356,2017-11-23,3831881
892,356,2022-06-05,7583943
893,357,2026-05-13,16552593
894,357,2016-08-16,16765406
895,357,2018-03-20,13909183
896,358,2018-04-20,46991751
897,358,2019-04-11,48439148
898,358,2021-11-21,46971860
899,359,2016-07-05,21016629
900,359,2018-11-01,26576912
901,360,2019-09-21,9082253
902,360,2017-11-09,6982537
903,361,2023-07-16,7862464
904,361,2017-03-23,7265860
905,362,2016-07-02,44957151
906,362,2020-10-19,48658042
907,363,2017-05-15,43717133
908,363,2019-08-29,40384624
909,364,2024-08-25,32476858
910,364,2019-04-13,28272070
911,364,2025-12-18,32400204
912,365,2025-09-05,22776714
913,365,2023-07-18,21374899
914,365,2025-03-04,21784288
915,366,2020-05-01,39924412
916,366,2018-09-30,39806945
917,367,2018-05-24,46516770
918,367,2019-05-30,45128166
919,368,2017-06-30,25742882
920,368,2025-11-25,23007255
921,369,2023-02-16,24231743
922,369,2017-10-31,24144682
923,370,2020-12-20,28972372
924,370,2025-10-18,28707368
925,370,2021-07-01,33004921
926,371,2018-11-15,45530647
927,371,2022-10-20,48448632
928,372,2017-02-04,19665404
929,372,2024-05-02,21169029
930,373,2023-03-12,5249003
931,373,2022-12-13,7645715
