price_history_id,property_id,change_date,new_price
160,73,2025-12-19,16417904
161,74,2015-01-01,5245861
162,74,2017-10-15,4500896
163,75,2015-01-01,5078134
164,76,2015-01-01,9091017
165,76,2018-12-05,8017623
166,76,2025-02-07,7612315
167,77,2015-01-01,18872374
168,78,2015-01-01,16915221
169,78,2017-03-02,18750984
170,79,2015-01-01,11574649
171,79,2015-04-24,10965124
172,80,2015-01-01,15314049
173,81,2015-01-01,2982087
174,81,2015-06-09,2926131
175,82,2015-01-01,18952006
176,82,2022-04-11,22595227
177,82,2023-09-16,25687870
178,83,2015-01-01,2433327
179,84,2015-01-01,3046704
180,84,2017-05-26,2954494
181,84,2023-10-06,3355872
182,85,2015-01-01,7931811
183,85,2017-02-19,9615819
184,86,2015-01-01,18815042
185,86,2022-02-22,18846008
186,87,2015-01-01,14490793
187,88,2015-01-01,15759614
188,89,2015-01-01,12699724
189,89,2025-02-04,13840585
190,90,2015-01-01,9232446
191,91,2015-01-01,9119987
192,91,2016-08-18,7972158
193,91,2025-04-03,6799021
194,92,2015-01-01,12202596
195,92,2022-10-26,15133306
196,93,2015-01-01,15435177
197,94,2015-01-01,10794497
198,94,2023-10-28,10238840
199,95,2015-01-01,12217657
200,95,2018-12-21,14394410
201,95,2019-03-21,13613707
202,96,2015-01-01,17352531
203,96,2025-08-27,17228067
204,97,2015-01-01,4881917
205,98,2015-01-01,10736735
206,99,2015-01-01,2428993
207,99,2026-05-23,2879152
208,100,2015-01-01,9052533
209,100,2024-05-25,8352630
210,101,2015-01-01,1945330
211,101,2018-06-17,2077380
212,101,2025-03-11,2116288
213,102,2015-01-01,13690632
214,102,2020-09-17,13516024
215,103,2015-01-01,9367603
216,104,2015-01-01,18489912
217,105,2015-01-01,9552602
218,106,2015-01-01,14831427
219,107,2015-01-01,4517950
220,107,2019-05-31,5099081
221,108,2015-01-01,11849148
222,108,2018-12-17,11042162
223,109,2015-01-01,18965486
224,109,2021-04-08,20936481
225,109,2025-08-08,20305146
226,110,2015-01-01,9912090
227,111,2015-01-01,13526036
228,111,2017-07-09,11699877
229,111,2017-08-19,13077087
230,111,2026-04-17,13976073
231,112,2015-01-01,5542227
232,112,2017-10-15,5185292
233,113,2015-01-01,9860341
234,114,2015-01-01,15082742
235,115,2015-01-01,5507061
236,115,2015-10-28,5802482
237,115,2018-04-27,5169892
238,115,2021-08-29,5704996
239,116,2015-01-01,10079433
240,116,2021-08-20,10699796
241,117,2015-01-01,8714725
242,117,2019-01-11,10176173
243,118,2015-01-01,1725035
244,118,2026-02-21,1863129
245,119,2015-01-01,2506714
246,119,2020-10-15,2533918
247,120,2015-01-01,1120587
248,120,2019-01-21,1030103
249,121,2015-01-01,19004672
250,121,2020-01-18,18268960
251,121,2020-02-08,20013032
252,122,2015-01-01,16245279
253,122,2024-01-04,19469439
254,122,2025-07-27,22424111
255,123,2015-01-01,12764351
256,124,2015-01-01,8956745
257,124,2021-01-27,10360873
258,124,2024-10-24,11034899
259,125,2015-01-01,16222790
260,126,2015-01-01,17473883
261,127,2015-01-01,9921521
262,127,2021-06-29,8517716
263,127,2022-10-16,10537556
264,128,2015-01-01,19548748
265,128,2020-07-14,24319575
266,128,2023-05-01,28345303
267,128,2024-07-12,32682802
268,129,2015-01-01,10092885
269,129,2017-10-12,11670066
270,129,2020-02-11,10083472
271,130,2015-01-01,11236345
272,130,2015-10-26,12205581
273,130,2017-04-12,14085273
274,130,2022-10-29,17049636
275,131,2015-01-01,18020724
276,131,2021-11-30,19270473
277,132,2015-01-01,15870903
278,132,2019-12-17,15770244
279,133,2015-01-01,18178838
280,134,2015-01-01,8852959
281,135,2015-01-01,10528273
282,135,2019-02-23,10842045
283,135,2022-05-20,12812695
284,136,2015-01-01,4163951
285,137,2015-01-01,1282821
286,137,2024-11-01,1409917
287,138,2015-01-01,4782157
288,138,2018-05-10,4732626
289,138,2022-10-22,4993206
290,138,2023-09-03,5516325
291,139,2015-01-01,15063707
292,139,2022-04-15,13926636
293,139,2023-05-23,12549103
294,139,2024-07-21,11335555
295,140,2015-01-01,9875394
296,140,2018-12-02,12225297
297,140,2023-08-25,14909139
298,141,2015-01-01,3275664
299,141,2019-10-25,3007564
300,142,2015-01-01,8806229
301,142,2022-09-06,9638287
302,142,2022-10-16,10984413
303,143,2015-01-01,12948715
304,143,2019-04-30,11700202
305,144,2015-01-01,10010403
306,144,2020-05-14,8774257
307,144,2025-04-12,7656757
308,145,2015-01-01,17600985
309,145,2025-06-20,20866781
310,146,2015-01-01,10130543
311,147,2015-01-01,8217272
312,148,2015-01-01,13456459
313,148,2020-02-19,12730876
314,148,2024-04-06,13626306
315,148,2025-10-11,11992693
316,149,2015-01-01,17197435
317,149,2019-02-03,16747318
318,149,2020-10-28,20631031
319,150,2015-01-01,5846698
320,151,2015-01-01,10296183
321,151,2020-03-09,10669382
322,152,2015-01-01,19724075
323,152,2018-10-07,22638573
324,153,2015-01-01,9581858
325,153,2021-05-03,10345862
326,153,2024-02-13,9641044
327,154,2015-01-01,6954437
328,154,2015-05-14,8670390
329,155,2015-01-01,11017585
330,155,2016-07-07,10182549
331,155,2020-07-28,8712143
332,156,2015-01-01,8180142
333,157,2015-01-01,4344664
334,158,2015-01-01,2732002
335,159,2015-01-01,11250166
336,159,2025-03-02,11504964
337,160,2015-01-01,13800428
338,161,2015-01-01,16934702
339,162,2015-01-01,19325932
340,162,2022-08-10,21795465
341,163,2015-01-01,6698724
342,164,2015-01-01,6081698
343,164,2016-06-15,5246796
344,164,2017-11-22,5163311
345,165,2015-01-01,8933801
346,165,2024-02-07,10461794
347,166,2015-01-01,5548033
348,167,2015-01-01,13092714
349,168,2015-01-01,19243590
350,168,2021-09-19,16433844
351,169,2015-01-01,16597654
352,169,2015-07-16,16185955
353,170,2015-01-01,3011000
354,171,2015-01-01,9166981
355,172,2015-01-01,19894024
356,172,2018-04-20,17116793
357,172,2020-04-23,17708314
358,172,2021-09-01,19410691
359,173,2015-01-01,4002290
360,174,2015-01-01,2161227
361,174,2022-04-06,1985445
362,175,2015-01-01,4138151
363,176,2015-01-01,19137373
364,176,2024-06-23,20602313
365,176,2025-07-21,23636987
366,177,2015-01-01,16858294
367,177,2017-11-19,18747002
368,177,2026-06-04,19651464
369,178,2015-01-01,7228973
370,179,2015-01-01,9518994
371,179,2017-03-07,11601937
372,180,2015-01-01,10372683
373,180,2016-09-16,12104286
374,180,2016-12-04,15124516
375,181,2015-01-01,4723177
376,181,2022-03-21,5048429
377,182,2015-01-01,3295212
378,182,2017-12-06,2809219
379,183,2015-01-01,9617963
380,183,2025-04-13,9741312
381,184,2015-01-01,5855317
382,184,2018-02-01,6756043
383,184,2022-10-29,6534811
384,185,2015-01-01,5420616
385,186,2015-01-01,5839377
386,187,2015-01-01,14331558
387,188,2015-01-01,12486394
388,189,2015-01-01,10055606
389,189,2016-02-29,9118085
390,189,2017-09-14,10422220
391,190,2015-01-01,1571017
392,190,2020-07-20,1527085
393,191,2015-01-01,15967880
394,191,2022-06-28,16603148
395,191,2025-06-06,15310058
396,192,2015-01-01,1758462
397,193,2015-01-01,7128098
398,193,2023-08-06,7842361
399,194,2015-01-01,11596700
400,195,2015-01-01,5380530
401,195,2015-01-02,4743266
402,196,2015-01-01,16623570
403,196,2015-10-11,16125580
404,197,2015-01-01,19696239
405,198,2015-01-01,5494164
406,199,2015-01-01,12574480
407,199,2015-08-31,12494457
408,199,2017-03-31,13319340
409,200,2015-01-01,4756309
410,200,2019-07-25,4292879
411,201,2015-01-01,4566857
412,201,2025-06-09,4083574
413,202,2015-01-01,19019537
414,202,2022-01-02,22569295
415,203,2015-01-01,6728732
416,203,2015-10-29,7174154
417,203,2026-02-18,7259105
418,204,2015-01-01,10580990
419,204,2019-07-13,12389635
420,204,2024-03-29,14916605
421,205,2015-01-01,9566421
422,205,2017-11-24,9769075
423,206,2015-01-01,18236748
424,206,2016-06-09,16426945
425,207,2015-01-01,16556135
426,207,2019-12-23,14462031
427,208,2015-01-01,1324525
428,208,2026-03-26,1268489
429,209,2015-01-01,16307079
430,210,2015-01-01,18152080
431,210,2019-07-03,18611850
432,210,2023-11-29,20713866
433,211,2015-01-01,3971941
434,211,2015-10-05,3550177
435,211,2018-02-24,3063843
436,211,2022-08-07,2961603
437,212,2015-01-01,5383198
438,213,2015-01-01,11092352
439,214,2015-01-01,14544713
440,214,2015-05-03,16587370
441,215,2015-01-01,18753197
442,215,2017-02-05,21705212
443,215,2017-07-10,26631319
444,215,2022-12-20,24784170
445,216,2015-01-01,5290187
446,216,2018-12-02,6158672
447,216,2019-03-17,7648202
448,217,2015-01-01,10348348
449,217,2026-05-06,10906585
450,218,2015-01-01,10073756
451,218,2023-02-12,12393072
452,219,2015-01-01,17917127
453,220,2015-01-01,8516241
454,220,2021-03-28,9036699
455,221,2015-01-01,11689137
456,222,2015-01-01,7291176
457,223,2015-01-01,1326429
458,224,2015-01-01,6586803
459,225,2015-01-01,17497639
460,225,2016-03-21,20070097
461,226,2015-01-01,1488043
462,226,2022-11-09,1460575
463,227,2015-01-01,7983929
464,227,2023-08-14,6792657
465,227,2025-04-09,5829787
466,228,2015-01-01,19406073
467,228,2015-02-17,18425420
468,229,2015-01-01,10787519
469,229,2015-01-22,13458784
470,229,2023-06-14,13881050
471,230,2015-01-01,4732255
472,230,2015-12-02,4028774
473,231,2015-01-01,18484955
474,231,2024-12-07,21465801
475,232,2015-01-01,4019271
476,233,2015-01-01,4996700
477,233,2017-07-16,4252491
478,234,2015-01-01,4098593
479,234,2016-01-15,4718248
480,235,2015-01-01,6109270
481,235,2016-10-25,5532221
482,235,2021-07-11,5796599
483,236,2015-01-01,16325863
484,236,2015-07-15,17677463
485,236,2024-08-17,18787130
486,237,2015-01-01,16429372
487,237,2015-10-19,18024834
488,237,2020-08-25,18120038
489,238,2015-01-01,19179020
490,238,2023-06-22,18886259
491,238,2025-01-20,20157883
492,239,2015-01-01,3758190
493,239,2018-01-27,4497201
494,239,2023-03-01,4807711
495,239,2025-11-22,5009690
496,240,2015-01-01,9657487
497,240,2021-04-23,8365819
498,241,2015-01-01,1773686
499,241,2015-04-12,2086518
500,241,2018-05-28,2585146
501,241,2021-05-20,2729965
502,242,2015-01-01,8352382
503,243,2015-01-01,4984276
504,243,2016-02-09,5678112
505,243,2022-08-12,5381302
506,244,2015-01-01,15954177
507,245,2015-01-01,4225295
508,245,2020-08-18,3735436
509,246,2015-01-01,4102674
510,246,2017-06-08,4398552
511,247,2015-01-01,13394336
512,247,2024-10-07,13151770
513,248,2015-01-01,5748677
514,248,2018-06-14,7100427
515,248,2024-08-07,6913106
516,249,2015-01-01,1609721
517,250,2015-01-01,9716576
518,250,2017-11-22,10842652
519,250,2018-03-22,9512968
520,251,2015-01-01,7826759
521,251,2016-04-29,7401526
522,252,2015-01-01,14853717
523,252,2019-05-15,15278400
524,253,2015-01-01,13584986
525,253,2015-09-14,14846811
526,253,2020-03-18,14106744
527,253,2024-01-27,15274808
528,254,2015-01-01,10171709
529,254,2020-08-21,10403389
530,254,2022-05-22,9459884
531,255,2015-01-01,2800816
532,256,2015-01-01,19472937
533,257,2015-01-01,1537943
534,257,2020-03-14,1741775
535,257,2021-02-06,1856087
536,258,2015-01-01,4073658
537,258,2022-02-05,3710625
538,259,2015-01-01,5622887
539,259,2015-10-31,5934032
540,260,2015-01-01,10696759
541,260,2015-09-09,9731020
542,260,2016-05-09,11738268
543,260,2016-05-27,10638337
544,261,2015-01-01,18813324
545,261,2016-11-05,22668118
546,262,2015-01-01,17672548
547,263,2015-01-01,11897193
548,263,2017-12-13,12337717
549,263,2020-10-12,14384142
550,263,2021-12-23,14289269
551,264,2015-01-01,7464375
552,264,2022-02-14,6821750
553,265,2015-01-01,8458116
554,265,2025-10-31,8726860
555,266,2015-01-01,1282570
556,267,2015-01-01,6350937
557,267,2021-02-12,7919593
558,268,2015-01-01,19790941
559,268,2015-07-14,21189451
560,268,2016-02-03,20825124
561,268,2016-03-14,22274153
562,269,2015-01-01,15048331
563,269,2015-09-13,16573279
564,269,2018-12-16,19299926
565,269,2019-06-26,23928456
566,270,2015-01-01,12608208
567,270,2020-05-02,12163716
568,271,2015-01-01,14340663
569,272,2015-01-01,2063915
570,273,2015-01-01,6801327
571,274,2015-01-01,9875220
572,274,2024-12-24,8486889
573,275,2015-01-01,3860617
574,276,2015-01-01,9130337
575,276,2019-12-02,9434491
576,277,2015-01-01,1994040
577,278,2015-01-01,6898232
578,279,2015-01-01,5266522
579,279,2018-10-19,6562518
580,280,2015-01-01,15334980
581,281,2015-01-01,4005514
582,282,2015-01-01,9874877
583,282,2019-03-09,11219164
584,282,2020-03-19,9588024
585,282,2022-03-24,10970342
586,283,2015-01-01,15603767
587,283,2021-10-19,14663723
588,283,2025-03-03,17243932
589,284,2015-01-01,9675458
590,284,2024-03-30,11031593
591,285,2015-01-01,11249587
592,285,2017-07-31,13584252
593,286,2015-01-01,15757440
594,286,2022-03-18,14772682
595,287,2015-01-01,11061154
596,287,2024-12-28,13677749
597,288,2015-01-01,4592704
598,288,2018-09-03,4515356
599,289,2015-01-01,1229632
600,289,2021-10-04,1398917
601,290,2015-01-01,7877243
602,290,2018-03-17,7669685
603,290,2020-08-12,9112642
604,290,2023-05-09,8691539
605,291,2015-01-01,12734734
606,291,2021-12-03,12973412
607,292,2015-01-01,17480897
608,292,2015-12-15,18597982
609,292,2024-05-22,17022226
610,292,2026-03-01,16633100
611,293,2015-01-01,4407680
612,293,2023-03-21,3969058
613,293,2023-09-25,4102175
614,294,2015-01-01,7149617
615,294,2021-09-13,8899458
616,295,2015-01-01,18092223
617,295,2022-03-07,18405620
618,296,2015-01-01,13999887
619,296,2021-01-27,17118402
620,296,2023-07-08,19913300
621,296,2025-10-21,24514893
622,297,2015-01-01,5362814
623,298,2015-01-01,3569880
624,298,2018-08-11,3921729
625,298,2021-03-12,4026721
626,298,2024-10-15,5029841
627,299,2015-01-01,19313257
628,299,2017-06-29,23031130
629,300,2015-01-01,10045016
630,300,2015-01-19,9717354
631,300,2015-06-30,10075269
632,301,2015-01-01,3701789
633,301,2018-08-16,4002642
634,302,2015-01-01,7969037
635,302,2017-06-15,6890027
636,303,2015-01-01,4652503
637,303,2017-06-07,4519084
638,303,2018-01-13,4863664
639,304,2015-01-01,11111197
640,304,2016-12-30,10002539
641,304,2018-01-10,9755304
642,304,2024-05-20,9352898
643,305,2015-01-01,8028811
644,305,2024-01-14,7811193
645,306,2015-01-01,15068572
646,306,2015-01-09,17352364
647,306,2024-09-26,18550952
648,307,2015-01-01,4706518
649,308,2015-01-01,12283631
650,308,2016-10-07,12567744
651,308,2025-12-07,11953321
652,309,2015-01-01,12954784
653,310,2015-01-01,9616036
654,310,2020-05-17,8835473
655,311,2015-01-01,14410680
656,311,2018-11-15,13842393
657,312,2015-01-01,10497746
658,312,2020-02-15,9292358
659,313,2015-01-01,5151515
660,314,2015-01-01,17544268
661,314,2017-04-27,18749222
662,314,2023-02-19,16539122
663,315,2015-01-01,5924170
664,315,2022-01-25,5041519
665,316,2015-01-01,15396008
666,317,2015-01-01,8561400
667,317,2024-03-27,9286582
668,318,2015-01-01,10646906
669,318,2024-01-24,12729441
670,319,2015-01-01,6998529
671,319,2016-01-10,7427497
672,319,2019-11-14,7137014
673,320,2015-01-01,15085326
674,320,2021-01-26,18814855
675,321,2015-01-01,14594632
676,322,2015-01-01,1613594
677,322,2018-12-02,1435026
678,323,2015-01-01,4380827
679,323,2016-03-12,4042180
680,323,2016-08-14,3696165
681,323,2024-10-18,4440073
682,324,2015-01-01,11435498
683,325,2015-01-01,10360542
684,326,2015-01-01,7257502
685,327,2015-01-01,1983399
686,328,2015-01-01,14470379
687,329,2015-01-01,18713135
688,329,2026-04-26,22072484
689,330,2015-01-01,9043583
690,330,2017-04-27,8050525
691,331,2015-01-01,17952920
692,331,2017-03-17,22351057
693,332,2015-01-01,7799327
694,333,2015-01-01,7766064
695,334,2015-01-01,15989496
696,334,2024-04-14,17378834
697,335,2015-01-01,2660899
698,336,2015-01-01,10261777
699,337,2015-01-01,1443131
700,338,2015-01-01,16933116
701,338,2016-01-12,16023481
702,338,2020-10-25,18428364
703,339,2015-01-01,17655815
704,339,2017-01-04,19172054
705,339,2024-03-13,19874784
706,340,2015-01-01,19615189
707,340,2019-06-16,22798140
708,341,2015-01-01,4521949
709,341,2017-08-01,5214115
710,341,2017-11-06,6275930
711,342,2015-01-01,6220669
712,342,2015-05-03,7626308
713,342,2023-10-19,8568135
714,343,2015-01-01,2708878
715,343,2015-08-10,2582503
716,343,2025-11-08,2796163
717,344,2015-01-01,10559501
718,344,2021-05-08,11662472
719,344,2025-07-14,13745275
720,345,2015-01-01,12027890
721,345,2024-05-03,14656053
722,345,2026-03-03,16143269
723,346,2015-01-01,3585077
724,347,2015-01-01,15681725
725,347,2026-05-08,15447735
726,348,2015-01-01,6558240
727,348,2015-02-24,5633879
728,348,2025-03-14,6867977
729,349,2015-01-01,19727121
730,349,2020-11-30,23611220
731,350,2015-01-01,15886107
732,350,2019-12-04,13525197
733,351,2015-01-01,5617150
734,351,2016-03-25,6119872
735,351,2022-12-21,5339559
736,352,2015-01-01,8606709
737,352,2023-11-09,10570737
738,353,2015-01-01,4549509
739,353,2020-10-05,4872569
740,354,2015-01-01,18179389
741,355,2015-01-01,16769967
742,355,2017-08-28,15291719
743,355,2018-06-22,18464795
744,355,2023-01-21,20694205
745,356,2015-01-01,13891521
746,357,2015-01-01,17455429
747,357,2018-08-28,18575884
748,357,2019-07-26,19394446
749,358,2015-01-01,8606287
750,359,2015-01-01,15066867
751,359,2024-07-06,13445927
752,360,2015-01-01,1234012
753,361,2015-01-01,10623275
754,361,2020-04-30,11892698
755,362,2015-01-01,19422758
756,362,2020-07-20,19243276
757,363,2015-01-01,17794036
758,364,2015-01-01,6694738
759,364,2016-01-24,7482386
760,365,2015-01-01,10836824
761,366,2015-01-01,5528286
762,367,2015-01-01,14262770
763,367,2016-03-24,13049118
764,367,2016-07-13,15393994
765,367,2019-08-23,15490687
766,368,2015-01-01,2276794
767,368,2016-03-19,2285401
768,368,2021-06-24,2554063
769,369,2015-01-01,13832110
770,369,2025-04-29,16443147
771,370,2015-01-01,9710113
772,370,2026-01-25,10087486
773,371,2015-01-01,14050444
774,371,2024-10-06,15777188
775,371,2025-01-02,15660482
776,372,2015-01-01,15660960
777,372,2026-06-19,14053482
778,373,2015-01-01,13236533
779,373,2025-05-01,16225887
780,374,2015-01-01,5765989
781,375,2015-01-01,2842766
782,375,2025-06-22,3370075
783,375,2026-03-06,4070577
784,376,2015-01-01,5871822
785,376,2016-06-23,5001410
786,377,2015-01-01,1323672
787,378,2015-01-01,13213097
788,379,2015-01-01,18538288
789,379,2018-10-31,22377849
790,379,2025-09-11,20422389
791,380,2015-01-01,8109556
792,380,2020-07-21,9147054
793,380,2024-07-02,10043475
794,381,2015-01-01,8453492
795,381,2020-03-07,8161198
796,382,2015-01-01,10825909
797,382,2015-11-01,10156394
798,383,2015-01-01,1342889
799,383,2020-03-09,1199004
800,384,2015-01-01,15263532
801,384,2015-01-28,17916270
802,385,2015-01-01,1519096
803,385,2019-07-14,1430157
804,386,2015-01-01,5944584
805,387,2015-01-01,3391365
806,387,2019-09-16,3858959
807,388,2015-01-01,19456598
808,388,2018-02-22,21972615
809,388,2022-05-26,22229957
810,388,2026-05-20,25957368
811,389,2015-01-01,8754039
812,389,2024-07-16,10717458
813,390,2015-01-01,12072789
814,391,2015-01-01,19453280
815,392,2015-01-01,1105369
816,392,2016-02-27,1302206
817,393,2015-01-01,10265629
818,393,2017-09-12,10452919
819,393,2020-06-03,12099075
820,393,2025-01-14,11036621
821,394,2015-01-01,17963924
822,394,2019-11-28,19474386
823,394,2024-08-21,19859872
824,395,2015-01-01,5103018
825,395,2021-07-13,4841298
826,396,2015-01-01,12306502
827,396,2017-03-13,14225914
828,397,2015-01-01,4730148
829,398,2015-01-01,3562217
830,398,2018-12-07,4321122
831,398,2020-05-09,4242504
832,398,2026-03-18,3773250
833,399,2015-01-01,8858790
834,399,2018-08-23,10241033
835,400,2015-01-01,17701736
836,400,2020-02-05,17463585
837,401,2015-01-01,9710641
838,402,2015-01-01,2530566
839,402,2019-05-11,2973008
840,402,2021-09-09,3076301
841,403,2015-01-01,8619632
842,403,2021-07-15,7391716
843,403,2022-12-21,7157060
844,404,2015-01-01,10822012
845,404,2023-03-26,12393999
846,405,2015-01-01,13408822
847,405,2017-07-15,13665474
848,405,2024-04-22,14144180
849,406,2015-01-01,5742799
850,407,2015-01-01,3169557
851,407,2024-07-08,2728755
852,408,2015-01-01,7830816
853,409,2015-01-01,17778566
854,409,2019-04-17,17683655
855,410,2015-01-01,9844090
856,410,2019-06-15,10260236
857,410,2025-05-02,12804396
858,411,2015-01-01,8713497
859,411,2015-05-23,9925231
860,412,2015-01-01,8264971
861,413,2015-01-01,11671992
862,413,2023-04-28,10986943
863,414,2015-01-01,1535050
864,414,2022-06-20,1850451
865,414,2026-03-06,1792351
866,415,2015-01-01,3445982
867,415,2022-07-14,3622767
868,415,2023-06-27,3549322
869,416,2015-01-01,16402113
870,416,2015-05-07,16456716
871,417,2015-01-01,6435739
872,417,2018-01-15,6325895
873,418,2015-01-01,14234781
874,418,2023-04-25,14393223
875,419,2015-01-01,5949297
876,419,2019-01-19,5499379
877,419,2025-02-12,5809971
878,420,2015-01-01,11074965
879,420,2015-09-16,11401432
880,420,2020-01-18,11645927
881,420,2022-06-02,10533073
882,421,2015-01-01,15942444
883,421,2022-05-31,15956772
884,422,2015-01-01,7941553
885,423,2015-01-01,3268205
886,423,2015-11-18,3701447
887,423,2022-05-23,4542532
888,424,2015-01-01,7987570
889,424,2022-02-15,9878691
890,424,2023-10-23,9980981
891,425,2015-01-01,15011289
892,425,2025-11-08,14910020
893,426,2015-01-01,5207066
894,427,2015-01-01,18750758
895,427,2023-05-11,19717919
896,428,2015-01-01,16944511
897,428,2022-03-30,17157584
898,429,2015-01-01,2013664
899,429,2017-07-21,2128050
900,429,2017-07-26,2605692
901,430,2015-01-01,14199787
902,430,2022-06-19,13397532
903,431,2015-01-01,2930533
904,431,2020-08-05,3405481
905,432,2015-01-01,8895929
906,433,2015-01-01,12638459
907,433,2018-11-12,14217276
908,433,2020-08-21,17450797
909,434,2015-01-01,5858354
910,434,2021-10-12,6333373
911,435,2015-01-01,3812129
912,435,2015-11-12,3739503
913,435,2016-01-19,4455624
914,435,2022-04-30,4551980
915,436,2015-01-01,9635983
916,436,2022-05-16,9401908
917,436,2026-03-17,10555753
918,437,2015-01-01,11793421
919,437,2018-12-15,10296944
920,438,2015-01-01,16894398
921,438,2022-11-09,20319472
922,439,2015-01-01,17770889
923,439,2017-08-22,17552391
924,439,2024-11-06,16034356
925,440,2015-01-01,3582833
926,440,2023-12-04,4281707
927,441,2015-01-01,9094673
928,441,2016-01-20,9647515
929,441,2023-11-17,8768289
930,442,2015-01-01,7070925
